COD_DEIS	Año	Mes	COD_SIGTE	CONSULTAS	CONSULTAS_NUEVA	CONSULTAS_CONTROL	PERTINENTES	NSP	NSP_NUEVA	ALTAS
200468	2021	6	07-003	0	0	0	0	0	0	0
200468	2021	6	07-004	0	0	0	0	0	0	0
200468	2021	6	07-005	0	0	0	0	0	0	0
200468	2021	6	07-006	0	0	0	0	0	0	0
200468	2021	6	07-007	0	0	0	0	0	0	0
200468	2021	6	07-008	0	0	0	0	0	0	0
200468	2021	6	07-009	0	0	0	0	0	0	0
200468	2021	6	07-010	0	0	0	0	0	0	0
200468	2021	6	07-011	0	0	0	0	0	0	0
200468	2021	6	07-012	0	0	0	0	0	0	0
200468	2021	6	07-013	0	0	0	0	0	0	0
200468	2021	6	07-014	0	0	0	0	0	0	0
200468	2021	6	07-015	0	0	0	0	0	0	0
200468	2021	6	07-016	0	0	0	0	0	0	0
200468	2021	6	07-017	0	0	0	0	0	0	0
200468	2021	6	07-018	0	0	0	0	0	0	0
200468	2021	6	07-019	0	0	0	0	0	0	0
200468	2021	6	07-020	0	0	0	0	0	0	0
200468	2021	6	07-021	0	0	0	0	0	0	0
200468	2021	6	07-022	0	0	0	0	0	0	0
200468	2021	6	07-023	0	0	0	0	0	0	0
200468	2021	6	07-024	0	0	0	0	0	0	0
200468	2021	6	07-025	0	0	0	0	0	0	0
200468	2021	6	07-026	0	0	0	0	0	0	0
200468	2021	6	07-028	0	0	0	0	0	0	0
200468	2021	6	07-028-x	0	0	0	0	0	0	0
200468	2021	6	07-029	0	0	0	0	0	0	0
200468	2021	6	07-030	0	0	0	0	0	0	0
200468	2021	6	07-035	0	0	0	0	0	0	0
200468	2021	6	07-037	0	0	0	0	0	0	0
200468	2021	6	07-038	0	0	0	0	0	0	0
200468	2021	6	07-039	0	0	0	0	0	0	0
200468	2021	6	07-040	0	0	0	0	0	0	0
200468	2021	6	07-041	0	0	0	0	0	0	0
200468	2021	6	07-042	0	0	0	0	0	0	0
200468	2021	6	07-044	0	0	0	0	0	0	0
200468	2021	6	07-045	0	0	0	0	0	0	0
200468	2021	6	07-046	0	0	0	0	0	0	0
200468	2021	6	07-047	0	0	0	0	0	0	0
200468	2021	6	07-048	43	6	37	6	0	0	0
200468	2021	6	07-049	10	0	10	0	0	0	0
200468	2021	6	07-050	0	0	0	0	0	0	0
200468	2021	6	07-051	0	0	0	0	0	0	0
200468	2021	6	07-053	0	0	0	0	0	0	0
200468	2021	6	07-054	0	0	0	0	0	0	0
200468	2021	6	07-055	0	0	0	0	0	0	0
200468	2021	6	07-056	0	0	0	0	0	0	0
200468	2021	6	07-057	0	0	0	0	0	0	0
200468	2021	6	07-058	0	0	0	0	0	0	0
200468	2021	6	07-059	0	0	0	0	0	0	0
200468	2021	6	07-060	0	0	0	0	0	0	0
200468	2021	6	07-061	0	0	0	0	0	0	0
200468	2021	6	07-062	0	0	0	0	0	0	0
200468	2021	6	07-063	0	0	0	0	0	0	0
200468	2021	6	07-064	0	0	0	0	0	0	0
200468	2021	6	07-065	0	0	0	0	0	0	0
200468	2021	6	07-066	0	0	0	0	0	0	0
200468	2021	6	07-067	0	0	0	0	0	0	0
200468	2021	6	07-068	0	0	0	0	0	0	0
200468	2021	7	07-002	0	0	0	0	0	0	0
200468	2021	7	07-003	0	0	0	0	0	0	0
200468	2021	7	07-004	0	0	0	0	0	0	0
200468	2021	7	07-005	0	0	0	0	0	0	0
200468	2021	7	07-006	0	0	0	0	0	0	0
200468	2021	7	07-007	0	0	0	0	0	0	0
200468	2021	7	07-008	0	0	0	0	0	0	0
200468	2021	7	07-009	0	0	0	0	0	0	0
200468	2021	7	07-010	0	0	0	0	0	0	0
200468	2021	7	07-011	0	0	0	0	0	0	0
200468	2021	7	07-012	0	0	0	0	0	0	0
200468	2021	7	07-013	0	0	0	0	0	0	0
200468	2021	7	07-014	0	0	0	0	0	0	0
200468	2021	7	07-015	0	0	0	0	0	0	0
200468	2021	7	07-016	0	0	0	0	0	0	0
200468	2021	7	07-017	0	0	0	0	0	0	0
200468	2021	7	07-018	0	0	0	0	0	0	0
200468	2021	7	07-019	0	0	0	0	0	0	0
200468	2021	7	07-020	0	0	0	0	0	0	0
200468	2021	7	07-021	0	0	0	0	0	0	0
200468	2021	7	07-022	0	0	0	0	0	0	0
200468	2021	7	07-023	0	0	0	0	0	0	0
200468	2021	7	07-024	0	0	0	0	0	0	0
200468	2021	7	07-025	0	0	0	0	0	0	0
200468	2021	7	07-026	0	0	0	0	0	0	0
200468	2021	7	07-028	0	0	0	0	0	0	0
200468	2021	7	07-028-x	0	0	0	0	0	0	0
200468	2021	7	07-029	0	0	0	0	0	0	0
200468	2021	7	07-030	0	0	0	0	0	0	0
200468	2021	7	07-035	0	0	0	0	0	0	0
200468	2021	7	07-037	0	0	0	0	0	0	0
200468	2021	7	07-038	0	0	0	0	0	0	0
200468	2021	7	07-039	0	0	0	0	0	0	0
200468	2021	7	07-040	0	0	0	0	0	0	0
200468	2021	7	07-041	0	0	0	0	0	0	0
200468	2021	7	07-042	0	0	0	0	0	0	0
200468	2021	7	07-044	0	0	0	0	0	0	0
200468	2021	7	07-045	0	0	0	0	0	0	0
200468	2021	7	07-046	0	0	0	0	0	0	0
200468	2021	7	07-047	0	0	0	0	0	0	0
200468	2021	7	07-048	61	6	55	6	27	2	0
200468	2021	7	07-049	5	1	4	1	3	0	0
200468	2021	7	07-050	0	0	0	0	0	0	0
200468	2021	7	07-051	0	0	0	0	0	0	0
200468	2021	7	07-053	0	0	0	0	0	0	0
200468	2021	7	07-054	0	0	0	0	0	0	0
200468	2021	7	07-055	0	0	0	0	0	0	0
200468	2021	7	07-056	0	0	0	0	0	0	0
200468	2021	7	07-057	0	0	0	0	0	0	0
200468	2021	7	07-058	0	0	0	0	0	0	0
200468	2021	7	07-059	0	0	0	0	0	0	0
200468	2021	7	07-060	0	0	0	0	0	0	0
200468	2021	7	07-061	0	0	0	0	0	0	0
200468	2021	7	07-062	0	0	0	0	0	0	0
200468	2021	7	07-063	0	0	0	0	0	0	0
200468	2021	7	07-064	0	0	0	0	0	0	0
200468	2021	7	07-065	0	0	0	0	0	0	0
200468	2021	7	07-066	0	0	0	0	0	0	0
200468	2021	7	07-067	0	0	0	0	0	0	0
200468	2021	7	07-068	0	0	0	0	0	0	0
200468	2021	8	07-002	0	0	0	0	0	0	0
200468	2021	8	07-003	0	0	0	0	0	0	0
200468	2021	8	07-004	0	0	0	0	0	0	0
200468	2021	8	07-005	0	0	0	0	0	0	0
200468	2021	8	07-006	0	0	0	0	0	0	0
200468	2021	8	07-007	0	0	0	0	0	0	0
200468	2021	8	07-008	0	0	0	0	0	0	0
200468	2021	8	07-009	0	0	0	0	0	0	0
200468	2021	8	07-010	0	0	0	0	0	0	0
200468	2021	8	07-011	0	0	0	0	0	0	0
200468	2021	8	07-012	0	0	0	0	0	0	0
200468	2021	8	07-013	0	0	0	0	0	0	0
200468	2021	8	07-014	0	0	0	0	0	0	0
200468	2021	8	07-015	0	0	0	0	0	0	0
200468	2021	8	07-016	0	0	0	0	0	0	0
200468	2021	8	07-017	0	0	0	0	0	0	0
200468	2021	8	07-018	0	0	0	0	0	0	0
200468	2021	8	07-019	0	0	0	0	0	0	0
200468	2021	8	07-020	0	0	0	0	0	0	0
200468	2021	8	07-021	0	0	0	0	0	0	0
200468	2021	8	07-022	0	0	0	0	0	0	0
200468	2021	8	07-023	0	0	0	0	0	0	0
200468	2021	8	07-024	0	0	0	0	0	0	0
200468	2021	8	07-025	0	0	0	0	0	0	0
200468	2021	8	07-026	0	0	0	0	0	0	0
200468	2021	8	07-028	0	0	0	0	0	0	0
200468	2021	8	07-028-x	0	0	0	0	0	0	0
200468	2021	8	07-029	0	0	0	0	0	0	0
200468	2021	8	07-030	0	0	0	0	0	0	0
200468	2021	8	07-035	0	0	0	0	0	0	0
200468	2021	8	07-037	0	0	0	0	0	0	0
200468	2021	8	07-038	0	0	0	0	0	0	0
200468	2021	8	07-039	0	0	0	0	0	0	0
200468	2021	8	07-040	0	0	0	0	0	0	0
200468	2021	8	07-041	0	0	0	0	0	0	0
200468	2021	8	07-042	0	0	0	0	0	0	0
200468	2021	8	07-044	0	0	0	0	0	0	0
200468	2021	8	07-045	0	0	0	0	0	0	0
200468	2021	8	07-046	0	0	0	0	0	0	0
200468	2021	8	07-047	0	0	0	0	0	0	0
200468	2021	8	07-048	61	6	55	6	27	2	0
200468	2021	8	07-049	5	1	4	1	3	0	0
200468	2021	8	07-050	0	0	0	0	0	0	0
200468	2021	8	07-051	0	0	0	0	0	0	0
200468	2021	8	07-053	0	0	0	0	0	0	0
200468	2021	8	07-054	0	0	0	0	0	0	0
200468	2021	8	07-055	0	0	0	0	0	0	0
200468	2021	8	07-056	0	0	0	0	0	0	0
200468	2021	8	07-057	0	0	0	0	0	0	0
200468	2021	8	07-058	0	0	0	0	0	0	0
200468	2021	8	07-059	0	0	0	0	0	0	0
200468	2021	8	07-060	0	0	0	0	0	0	0
200468	2021	8	07-061	0	0	0	0	0	0	0
200468	2021	8	07-062	0	0	0	0	0	0	0
200468	2021	8	07-063	0	0	0	0	0	0	0
200468	2021	8	07-064	0	0	0	0	0	0	0
200468	2021	8	07-065	0	0	0	0	0	0	0
200468	2021	8	07-066	0	0	0	0	0	0	0
200468	2021	8	07-067	0	0	0	0	0	0	0
200468	2021	8	07-068	0	0	0	0	0	0	0
200468	2021	9	07-002	0	0	0	0	0	0	0
200468	2021	9	07-003	0	0	0	0	0	0	0
200468	2021	9	07-004	0	0	0	0	0	0	0
200468	2021	9	07-005	0	0	0	0	0	0	0
200468	2021	9	07-006	0	0	0	0	0	0	0
200468	2021	9	07-007	0	0	0	0	0	0	0
200468	2021	9	07-008	0	0	0	0	0	0	0
200468	2021	9	07-009	0	0	0	0	0	0	0
200468	2021	9	07-010	0	0	0	0	0	0	0
200468	2021	9	07-011	0	0	0	0	0	0	0
200468	2021	9	07-012	0	0	0	0	0	0	0
200468	2021	9	07-013	0	0	0	0	0	0	0
200468	2021	9	07-014	0	0	0	0	0	0	0
200468	2021	9	07-015	0	0	0	0	0	0	0
200468	2021	9	07-016	0	0	0	0	0	0	0
200468	2021	9	07-017	0	0	0	0	0	0	0
200468	2021	9	07-018	0	0	0	0	0	0	0
200468	2021	9	07-019	0	0	0	0	0	0	0
200468	2021	9	07-020	0	0	0	0	0	0	0
200468	2021	9	07-021	0	0	0	0	0	0	0
200468	2021	9	07-022	0	0	0	0	0	0	0
200468	2021	9	07-023	0	0	0	0	0	0	0
200468	2021	9	07-024	0	0	0	0	0	0	0
200468	2021	9	07-025	0	0	0	0	0	0	0
200468	2021	9	07-026	0	0	0	0	0	0	0
200468	2021	9	07-028	0	0	0	0	0	0	0
200468	2021	9	07-028-x	0	0	0	0	0	0	0
200468	2021	9	07-029	0	0	0	0	0	0	0
200468	2021	9	07-030	0	0	0	0	0	0	0
200468	2021	9	07-035	0	0	0	0	0	0	0
200468	2021	9	07-037	0	0	0	0	0	0	0
200468	2021	9	07-038	0	0	0	0	0	0	0
200468	2021	9	07-039	0	0	0	0	0	0	0
200468	2021	9	07-040	0	0	0	0	0	0	0
200468	2021	9	07-041	0	0	0	0	0	0	0
200468	2021	9	07-042	0	0	0	0	0	0	0
200468	2021	9	07-044	0	0	0	0	0	0	0
200468	2021	9	07-045	0	0	0	0	0	0	0
200468	2021	9	07-046	0	0	0	0	0	0	0
200468	2021	9	07-047	0	0	0	0	0	0	0
200468	2021	9	07-048	108	19	89	19	26	1	0
200468	2021	9	07-049	5	0	5	0	4	0	0
200468	2021	9	07-050	0	0	0	0	0	0	0
200468	2021	9	07-051	0	0	0	0	0	0	0
200468	2021	9	07-053	0	0	0	0	0	0	0
200468	2021	9	07-054	0	0	0	0	0	0	0
200468	2021	9	07-055	0	0	0	0	0	0	0
200468	2021	9	07-056	0	0	0	0	0	0	0
200468	2021	9	07-057	0	0	0	0	0	0	0
200468	2021	9	07-058	0	0	0	0	0	0	0
200468	2021	9	07-059	0	0	0	0	0	0	0
200468	2021	9	07-060	0	0	0	0	0	0	0
200468	2021	9	07-061	0	0	0	0	0	0	0
200468	2021	9	07-062	0	0	0	0	0	0	0
200468	2021	9	07-063	0	0	0	0	0	0	0
200468	2021	9	07-064	0	0	0	0	0	0	0
200468	2021	9	07-065	0	0	0	0	0	0	0
200468	2021	9	07-066	0	0	0	0	0	0	0
200468	2021	9	07-067	0	0	0	0	0	0	0
200468	2021	9	07-068	0	0	0	0	0	0	0
200468	2021	10	07-002	0	0	0	0	0	0	0
200468	2021	10	07-003	0	0	0	0	0	0	0
200468	2021	10	07-004	0	0	0	0	0	0	0
200468	2021	10	07-005	0	0	0	0	0	0	0
200468	2021	10	07-006	0	0	0	0	0	0	0
200468	2021	10	07-007	0	0	0	0	0	0	0
200468	2021	10	07-008	0	0	0	0	0	0	0
200468	2021	10	07-009	0	0	0	0	0	0	0
200468	2021	10	07-010	0	0	0	0	0	0	0
200468	2021	10	07-011	0	0	0	0	0	0	0
200468	2021	10	07-012	0	0	0	0	0	0	0
200468	2021	10	07-013	0	0	0	0	0	0	0
200468	2021	10	07-014	0	0	0	0	0	0	0
200468	2021	10	07-015	0	0	0	0	0	0	0
200468	2021	10	07-016	0	0	0	0	0	0	0
200468	2021	10	07-017	0	0	0	0	0	0	0
200468	2021	10	07-018	0	0	0	0	0	0	0
200468	2021	10	07-019	0	0	0	0	0	0	0
200468	2021	10	07-020	0	0	0	0	0	0	0
200468	2021	10	07-021	0	0	0	0	0	0	0
200468	2021	10	07-022	0	0	0	0	0	0	0
200468	2021	10	07-023	0	0	0	0	0	0	0
200468	2021	10	07-024	0	0	0	0	0	0	0
200468	2021	10	07-025	0	0	0	0	0	0	0
200468	2021	10	07-026	0	0	0	0	0	0	0
200468	2021	10	07-028	0	0	0	0	0	0	0
200468	2021	10	07-028-x	0	0	0	0	0	0	0
200468	2021	10	07-029	0	0	0	0	0	0	0
200468	2021	10	07-030	0	0	0	0	0	0	0
200468	2021	10	07-035	0	0	0	0	0	0	0
200468	2021	10	07-037	0	0	0	0	0	0	0
200468	2021	10	07-038	0	0	0	0	0	0	0
200468	2021	10	07-039	0	0	0	0	0	0	0
200468	2021	10	07-040	0	0	0	0	0	0	0
200468	2021	10	07-041	0	0	0	0	0	0	0
200468	2021	10	07-042	0	0	0	0	0	0	0
200468	2021	10	07-044	0	0	0	0	0	0	0
200468	2021	10	07-045	0	0	0	0	0	0	0
200468	2021	10	07-046	0	0	0	0	0	0	0
200468	2021	10	07-047	0	0	0	0	0	0	0
200468	2021	10	07-048	88	10	78	10	21	3	0
200468	2021	10	07-049	5	2	3	2	0	0	0
200468	2021	10	07-050	0	0	0	0	0	0	0
200468	2021	10	07-051	0	0	0	0	0	0	0
200468	2021	10	07-053	0	0	0	0	0	0	0
200468	2021	10	07-054	0	0	0	0	0	0	0
200468	2021	10	07-055	0	0	0	0	0	0	0
200468	2021	10	07-056	0	0	0	0	0	0	0
200468	2021	10	07-057	0	0	0	0	0	0	0
200468	2021	10	07-058	0	0	0	0	0	0	0
200468	2021	10	07-059	0	0	0	0	0	0	0
200468	2021	10	07-060	0	0	0	0	0	0	0
200468	2021	10	07-061	0	0	0	0	0	0	0
200468	2021	10	07-062	0	0	0	0	0	0	0
200468	2021	10	07-063	0	0	0	0	0	0	0
200468	2021	10	07-064	0	0	0	0	0	0	0
200468	2021	10	07-065	0	0	0	0	0	0	0
200468	2021	10	07-066	0	0	0	0	0	0	0
200468	2021	10	07-067	0	0	0	0	0	0	0
200468	2021	10	07-068	0	0	0	0	0	0	0
200468	2021	11	07-002	0	0	0	0	0	0	0
200468	2021	11	07-003	0	0	0	0	0	0	0
200468	2021	11	07-004	0	0	0	0	0	0	0
200468	2021	11	07-005	0	0	0	0	0	0	0
200468	2021	11	07-006	0	0	0	0	0	0	0
200468	2021	11	07-007	0	0	0	0	0	0	0
200468	2021	11	07-008	0	0	0	0	0	0	0
200468	2021	11	07-009	0	0	0	0	0	0	0
200468	2021	11	07-010	0	0	0	0	0	0	0
200468	2021	11	07-011	0	0	0	0	0	0	0
200468	2021	11	07-012	0	0	0	0	0	0	0
200468	2021	11	07-013	0	0	0	0	0	0	0
200468	2021	11	07-014	0	0	0	0	0	0	0
200468	2021	11	07-015	0	0	0	0	0	0	0
200468	2021	11	07-016	0	0	0	0	0	0	0
200468	2021	11	07-017	0	0	0	0	0	0	0
200468	2021	11	07-018	0	0	0	0	0	0	0
200468	2021	11	07-019	0	0	0	0	0	0	0
200468	2021	11	07-020	0	0	0	0	0	0	0
200468	2021	11	07-021	0	0	0	0	0	0	0
200468	2021	11	07-022	0	0	0	0	0	0	0
200468	2021	11	07-023	0	0	0	0	0	0	0
200468	2021	11	07-024	0	0	0	0	0	0	0
200468	2021	11	07-025	0	0	0	0	0	0	0
200468	2021	11	07-026	0	0	0	0	0	0	0
200468	2021	11	07-028	0	0	0	0	0	0	0
200468	2021	11	07-028-x	0	0	0	0	0	0	0
200468	2021	11	07-029	0	0	0	0	0	0	0
200468	2021	11	07-030	0	0	0	0	0	0	0
200468	2021	11	07-035	0	0	0	0	0	0	0
200468	2021	11	07-037	0	0	0	0	0	0	0
200468	2021	11	07-038	0	0	0	0	0	0	0
200468	2021	11	07-039	0	0	0	0	0	0	0
200468	2021	11	07-040	0	0	0	0	0	0	0
200468	2021	11	07-041	0	0	0	0	0	0	0
200468	2021	11	07-042	0	0	0	0	0	0	0
200468	2021	11	07-044	0	0	0	0	0	0	0
200468	2021	11	07-045	0	0	0	0	0	0	0
200468	2021	11	07-046	0	0	0	0	0	0	0
200468	2021	11	07-047	0	0	0	0	0	0	0
200468	2021	11	07-048	74	9	65	9	28	1	0
200468	2021	11	07-049	9	0	9	0	0	0	0
200468	2021	11	07-050	0	0	0	0	0	0	0
200468	2021	11	07-051	0	0	0	0	0	0	0
200468	2021	11	07-053	0	0	0	0	0	0	0
200468	2021	11	07-054	0	0	0	0	0	0	0
200468	2021	11	07-055	0	0	0	0	0	0	0
200468	2021	11	07-056	0	0	0	0	0	0	0
200468	2021	11	07-057	0	0	0	0	0	0	0
200468	2021	11	07-058	0	0	0	0	0	0	0
200468	2021	11	07-059	0	0	0	0	0	0	0
200468	2021	11	07-060	0	0	0	0	0	0	0
200468	2021	11	07-061	0	0	0	0	0	0	0
200468	2021	11	07-062	0	0	0	0	0	0	0
200468	2021	11	07-063	0	0	0	0	0	0	0
200468	2021	11	07-064	0	0	0	0	0	0	0
200468	2021	11	07-065	0	0	0	0	0	0	0
200468	2021	11	07-066	0	0	0	0	0	0	0
200468	2021	11	07-067	0	0	0	0	0	0	0
200468	2021	11	07-068	0	0	0	0	0	0	0
200468	2021	12	07-002	0	0	0	0	0	0	0
200468	2021	12	07-003	0	0	0	0	0	0	0
200468	2021	12	07-004	0	0	0	0	0	0	0
200468	2021	12	07-005	0	0	0	0	0	0	0
200468	2021	12	07-006	0	0	0	0	0	0	0
200468	2021	12	07-007	0	0	0	0	0	0	0
200468	2021	12	07-008	0	0	0	0	0	0	0
200468	2021	12	07-009	0	0	0	0	0	0	0
200468	2021	12	07-010	0	0	0	0	0	0	0
200468	2021	12	07-011	0	0	0	0	0	0	0
200468	2021	12	07-012	0	0	0	0	0	0	0
200468	2021	12	07-013	0	0	0	0	0	0	0
200468	2021	12	07-014	0	0	0	0	0	0	0
200468	2021	12	07-015	0	0	0	0	0	0	0
200468	2021	12	07-016	0	0	0	0	0	0	0
200468	2021	12	07-017	0	0	0	0	0	0	0
200468	2021	12	07-018	0	0	0	0	0	0	0
200468	2021	12	07-019	0	0	0	0	0	0	0
200468	2021	12	07-020	0	0	0	0	0	0	0
200468	2021	12	07-021	0	0	0	0	0	0	0
200468	2021	12	07-022	0	0	0	0	0	0	0
200468	2021	12	07-023	0	0	0	0	0	0	0
200468	2021	12	07-024	0	0	0	0	0	0	0
200468	2021	12	07-025	0	0	0	0	0	0	0
200468	2021	12	07-026	0	0	0	0	0	0	0
200468	2021	12	07-028	0	0	0	0	0	0	0
200468	2021	12	07-028-x	0	0	0	0	0	0	0
200468	2021	12	07-029	0	0	0	0	0	0	0
200468	2021	12	07-030	0	0	0	0	0	0	0
200468	2021	12	07-035	0	0	0	0	0	0	0
200468	2021	12	07-037	0	0	0	0	0	0	0
200468	2021	12	07-038	0	0	0	0	0	0	0
200468	2021	12	07-039	0	0	0	0	0	0	0
200468	2021	12	07-040	0	0	0	0	0	0	0
200468	2021	12	07-041	0	0	0	0	0	0	0
200468	2021	12	07-042	0	0	0	0	0	0	0
200468	2021	12	07-044	0	0	0	0	0	0	0
200468	2021	12	07-045	0	0	0	0	0	0	0
200468	2021	12	07-046	0	0	0	0	0	0	0
200468	2021	12	07-047	0	0	0	0	0	0	0
200468	2021	12	07-048	75	11	64	11	21	0	0
200468	2021	12	07-049	11	0	11	0	0	0	0
200468	2021	12	07-050	0	0	0	0	0	0	0
200468	2021	12	07-051	0	0	0	0	0	0	0
200468	2021	12	07-053	0	0	0	0	0	0	0
200468	2021	12	07-054	0	0	0	0	0	0	0
200468	2021	12	07-055	0	0	0	0	0	0	0
200468	2021	12	07-056	0	0	0	0	0	0	0
200468	2021	12	07-057	0	0	0	0	0	0	0
200468	2021	12	07-058	0	0	0	0	0	0	0
200468	2021	12	07-059	0	0	0	0	0	0	0
200468	2021	12	07-060	0	0	0	0	0	0	0
200468	2021	12	07-061	0	0	0	0	0	0	0
200468	2021	12	07-062	0	0	0	0	0	0	0
200468	2021	12	07-063	0	0	0	0	0	0	0
200468	2021	12	07-064	0	0	0	0	0	0	0
200468	2021	12	07-065	0	0	0	0	0	0	0
200468	2021	12	07-066	0	0	0	0	0	0	0
200468	2021	12	07-067	0	0	0	0	0	0	0
200468	2021	12	07-068	0	0	0	0	0	0	0
114101	2022	1	07-002	0	0	0	0	0	0	0
114101	2022	1	07-003	729	215	514	22	118	32	12
114101	2022	1	07-004	758	398	360	53	104	54	76
114101	2022	1	07-005	775	154	621	52	66	18	25
114101	2022	1	07-006	71	23	48	7	9	3	4
114101	2022	1	07-007	66	25	41	0	5	2	2
114101	2022	1	07-008	100	25	75	1	9	0	0
114101	2022	1	07-009	326	218	108	52	52	28	19
114101	2022	1	07-010	236	81	155	13	49	23	9
114101	2022	1	07-011	434	121	313	15	40	10	47
114101	2022	1	07-012	727	251	476	71	219	126	80
114101	2022	1	07-013	264	12	252	2	81	5	2
114101	2022	1	07-014	379	73	306	20	42	11	4
114101	2022	1	07-015	316	43	273	13	89	12	13
114101	2022	1	07-016	244	74	170	23	50	15	12
114101	2022	1	07-017	300	98	202	6	71	30	24
114101	2022	1	07-018	478	90	388	16	77	29	10
114101	2022	1	07-019	339	67	272	13	86	26	16
114101	2022	1	07-020	160	57	103	6	40	15	6
114101	2022	1	07-021	0	0	0	0	0	0	0
114101	2022	1	07-022	70	16	54	1	8	3	2
114101	2022	1	07-023	762	123	639	50	109	28	7
114101	2022	1	07-024	0	0	0	0	0	0	0
114101	2022	1	07-025	104	37	67	1	6	3	1
114101	2022	1	07-026	0	0	0	0	0	0	0
114101	2022	1	07-028	0	0	0	0	0	0	0
114101	2022	1	07-028-x	0	0	0	0	0	0	0
114101	2022	1	07-029	161	130	31	3	11	3	97
114101	2022	1	07-030	636	216	420	23	177	51	66
114101	2022	1	07-035	0	0	0	0	0	0	0
114101	2022	1	07-037	509	74	435	11	95	23	6
114101	2022	1	07-038	326	47	279	1	68	13	6
114101	2022	1	07-039	134	7	127	0	18	0	1
114101	2022	1	07-040	353	126	227	49	61	31	23
114101	2022	1	07-041	934	238	696	46	153	51	20
114101	2022	1	07-042	525	135	390	31	126	28	14
114101	2022	1	07-044	2859	770	2089	133	393	190	71
114101	2022	1	07-045	1676	190	1486	1	105	17	4
114101	2022	1	07-046	1115	385	730	104	171	42	57
114101	2022	1	07-047	310	40	270	5	79	6	7
114101	2022	1	07-048	620	37	583	12	113	10	3
114101	2022	1	07-049	253	25	228	6	77	7	5
114101	2022	1	07-050	0	0	0	0	0	0	0
114101	2022	1	07-051	482	53	429	14	75	9	5
114101	2022	1	07-053	2229	524	1705	34	326	71	126
114101	2022	1	07-054	553	218	335	58	74	41	13
114101	2022	1	07-055	146	37	109	3	18	7	21
114101	2022	1	07-056	156	73	83	14	16	4	8
114101	2022	1	07-057	37	13	24	0	6	1	0
114101	2022	1	07-058	1028	266	762	96	144	36	80
114101	2022	1	07-059	250	24	226	4	22	3	5
114101	2022	1	07-060	145	54	91	1	20	5	39
114101	2022	1	07-061	0	0	0	0	0	0	0
114101	2022	1	07-062	0	0	0	0	0	0	0
114101	2022	1	07-063	0	0	0	0	0	0	0
114101	2022	1	07-064	103	21	82	0	30	14	3
114101	2022	1	07-065	61	11	50	0	5	2	5
114101	2022	1	07-066	358	119	239	15	40	14	17
114101	2022	1	07-067	1263	482	781	112	186	86	209
114101	2022	1	07-068	120	47	73	6	36	14	5
114101	2022	2	07-002	0	0	0	0	0	0	0
114101	2022	2	07-003	603	188	415	22	95	33	9
114101	2022	2	07-004	645	355	290	79	102	53	66
114101	2022	2	07-005	608	120	488	40	43	5	17
114101	2022	2	07-006	25	12	13	3	1	1	1
114101	2022	2	07-007	63	40	23	2	7	4	1
114101	2022	2	07-008	66	18	48	1	5	2	2
114101	2022	2	07-009	198	125	73	23	38	18	11
114101	2022	2	07-010	248	72	176	12	44	14	15
114101	2022	2	07-011	377	126	251	33	43	21	60
114101	2022	2	07-012	471	180	291	42	135	56	71
114101	2022	2	07-013	289	25	264	5	60	5	2
114101	2022	2	07-014	264	53	211	14	45	16	3
114101	2022	2	07-015	125	18	107	6	40	7	4
114101	2022	2	07-016	235	67	168	20	41	17	6
114101	2022	2	07-017	214	53	161	1	62	27	6
114101	2022	2	07-018	365	80	285	12	60	15	4
114101	2022	2	07-019	212	36	176	7	66	22	5
114101	2022	2	07-020	79	30	49	2	34	13	1
114101	2022	2	07-021	0	0	0	0	0	0	0
114101	2022	2	07-022	74	39	35	2	23	10	1
114101	2022	2	07-023	466	80	386	33	67	12	7
114101	2022	2	07-024	0	0	0	0	0	0	0
114101	2022	2	07-025	78	25	53	0	9	4	0
114101	2022	2	07-026	0	0	0	0	0	0	0
114101	2022	2	07-028	0	0	0	0	0	0	0
114101	2022	2	07-028-x	0	0	0	0	0	0	0
114101	2022	2	07-029	47	31	16	2	6	3	22
114101	2022	2	07-030	460	167	293	16	123	39	37
114101	2022	2	07-035	0	0	0	0	0	0	0
114101	2022	2	07-037	502	58	444	25	109	19	3
114101	2022	2	07-038	210	42	168	0	50	7	3
114101	2022	2	07-039	124	8	116	0	4	2	2
114101	2022	2	07-040	267	103	164	40	25	9	8
114101	2022	2	07-041	616	152	464	23	115	41	19
114101	2022	2	07-042	477	83	394	28	92	23	9
114101	2022	2	07-044	2466	500	1966	61	402	91	70
114101	2022	2	07-045	1279	154	1125	1	88	13	0
114101	2022	2	07-046	528	226	302	40	100	35	58
114101	2022	2	07-047	238	40	198	5	99	8	5
114101	2022	2	07-048	493	45	448	15	107	6	8
114101	2022	2	07-049	255	25	230	2	86	6	6
114101	2022	2	07-050	0	0	0	0	0	0	0
114101	2022	2	07-051	334	49	285	16	43	3	5
114101	2022	2	07-053	1439	401	1038	34	218	66	85
114101	2022	2	07-054	411	145	266	34	68	31	6
114101	2022	2	07-055	112	25	87	4	17	6	10
114101	2022	2	07-056	102	46	56	10	10	3	6
114101	2022	2	07-057	33	12	21	1	3	0	0
114101	2022	2	07-058	894	246	648	94	145	37	74
114101	2022	2	07-059	222	18	204	3	22	3	3
114101	2022	2	07-060	76	30	46	1	17	1	24
114101	2022	2	07-061	0	0	0	0	0	0	0
114101	2022	2	07-062	0	0	0	0	0	0	0
